pathway	pval	padj	ES	NES	nMoreExtreme	size	Reactome_ID
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	0.604651162790698	0.838615091946734	0.375026367286397	0.922263381639772	129	30	R-HSA-9615017
HDMs demethylate histones	0.604838709677419	0.838615091946734	0.37439757335054	0.910223906399506	149	24	R-HSA-3214842
Nicotinate metabolism	0.599056603773585	0.836688505062537	0.373032182903946	0.919414837996488	126	31	R-HSA-196807
HIV Life Cycle	0.0563380281690141	0.160685854255971	0.37239300431128	1.23317815773557	3	149	R-HSA-162587
Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	0.722627737226277	0.928587258805951	0.371532135513786	0.82964657469853	197	17	R-HSA-450513
mRNA Capping	0.616438356164384	0.847764280175756	0.369877271918372	0.90881410772138	134	29	R-HSA-72086
PKR-mediated signaling	0.255639097744361	0.486084777160292	0.369831452646447	1.08728185514906	33	73	R-HSA-9833482
Formation of Fibrin Clot (Clotting Cascade)	0.478672985781991	0.72103209798619	0.369432384065831	0.982178088305674	100	39	R-HSA-140877
TP53 Regulates Transcription of DNA Repair Genes	0.277456647398844	0.506995990790088	0.368974150881	1.07102963757181	47	62	R-HSA-6796648
NRIF signals cell death from the nucleus	0.719298245614035	0.926804507461676	0.366194932432839	0.815953313168382	204	16	R-HSA-205043
RHO GTPases activate IQGAPs	0.650943396226415	0.873782604267055	0.366143785990791	0.902436961496232	137	31	R-HSA-5626467
mRNA Splicing - Major Pathway	0.0357142857142857	0.11373092926491	0.365283916270797	1.23882964937924	1	202	R-HSA-72163
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	0.600760456273764	0.836688505062537	0.365004945786742	0.881458384905147	157	22	R-HSA-8862803
Neurodegenerative Diseases	0.600760456273764	0.836688505062537	0.365004945786742	0.881458384905147	157	22	R-HSA-8863678
Signaling by NOTCH	0.0350877192982456	0.112007512699022	0.364638506083038	1.23989975919153	1	200	R-HSA-157118
Deadenylation-dependent mRNA decay	0.401041666666667	0.647191471914719	0.363926644487168	1.00725731926926	76	50	R-HSA-429914
Apoptotic execution phase	0.39572192513369	0.643354604430485	0.363255858538786	1.01280113822619	73	52	R-HSA-75153
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	0.126315789473684	0.303528050896472	0.362501004002309	1.15623381904758	11	112	R-HSA-166058
Toll Like Receptor TLR6:TLR2 Cascade	0.126315789473684	0.303528050896472	0.362501004002309	1.15623381904758	11	112	R-HSA-168188
mRNA Splicing	0.0188679245283019	0.0747876645955652	0.360827023873012	1.24320316225262	0	210	R-HSA-72172
Downregulation of SMAD2/3:SMAD4 transcriptional activity	0.674528301886792	0.894824198256291	0.360404983608274	0.888292498083609	142	31	R-HSA-2173795
Association of TriC/CCT with target proteins during biosynthesis	0.553990610328638	0.792623425028543	0.359908100051405	0.931453401165007	117	37	R-HSA-390471
Transcriptional regulation by RUNX3	0.165289256198347	0.362035900053809	0.359851908505364	1.11824740342785	19	95	R-HSA-8878159
Interleukin-37 signaling	0.629213483146067	0.85813730757551	0.359594737465715	0.863827043185448	167	21	R-HSA-9008059
Plasma lipoprotein clearance	0.563380281690141	0.801473945804335	0.358230641988559	0.92711208731926	119	37	R-HSA-8964043
RNA Polymerase III Transcription Initiation From Type 3 Promoter	0.675438596491228	0.895126705653022	0.356306904519103	0.869162777922429	153	28	R-HSA-76071
Hedgehog 'off' state	0.157894736842105	0.352909531067874	0.356160122873993	1.13600893381369	14	112	R-HSA-5610787
SUMOylation of DNA methylation proteins	0.754385964912281	0.949229226221772	0.355976244734985	0.793184095615578	214	16	R-HSA-4655427
Activation of HOX genes during differentiation	0.264	0.493401709401709	0.355962446143589	1.08583919744958	32	86	R-HSA-5619507
Activation of anterior HOX genes in hindbrain development during early embryogenesis	0.264	0.493401709401709	0.355962446143589	1.08583919744958	32	86	R-HSA-5617472
Senescence-Associated Secretory Phenotype (SASP)	0.301587301587302	0.538343591404816	0.355374843526231	1.04648911429998	37	76	R-HSA-2559582
Class I MHC mediated antigen processing & presentation	0.0476190476190476	0.141669366159162	0.355065823109341	1.27306528704701	0	380	R-HSA-983169
Effects of PIP2 hydrolysis	0.668103448275862	0.890888380168762	0.35490760779009	0.863549012070716	154	27	R-HSA-114508
Regulation of HSF1-mediated heat shock response	0.296	0.53198904109589	0.35316540640276	1.05288372097284	36	81	R-HSA-3371453
RHO GTPase Effectors	0.0344827586206897	0.111431968744692	0.349403744036551	1.22296672817867	0	286	R-HSA-195258
Nicotinamide salvaging	0.735294117647059	0.935699206937867	0.348440023912822	0.804499174934587	199	19	R-HSA-197264
Defective Intrinsic Pathway for Apoptosis	0.697095435684647	0.910945429898663	0.348174739388198	0.846540322115831	167	25	R-HSA-9734009
Formation of tubulin folding intermediates by CCT/TriC	0.697095435684647	0.910945429898663	0.347994713593061	0.846102613467374	167	25	R-HSA-389960
Intrinsic Pathway of Fibrin Clot Formation	0.6640625	0.887219959266802	0.347894130578566	0.848400783076753	169	23	R-HSA-140837
Acyl chain remodelling of PC	0.698275862068966	0.911580030880082	0.347451855787577	0.845407932153878	161	27	R-HSA-1482788
Deadenylation of mRNA	0.680608365019011	0.897445401914516	0.34667359954375	0.837189618032259	178	22	R-HSA-429947
Glycogen storage diseases	0.771043771043771	0.960692713779134	0.346281724702735	0.760097455113468	228	15	R-HSA-3229121
Diseases associated with N-glycosylation of proteins	0.752767527675277	0.949229226221772	0.345913324332569	0.814123710118555	203	20	R-HSA-3781860
Metabolic disorders of biological oxidation enzymes	0.65296803652968	0.874302374010829	0.34575526386745	0.877724214456029	142	34	R-HSA-5579029
Nephrin family interactions	0.692015209125475	0.906111730910802	0.34421740476672	0.83125809982637	181	22	R-HSA-373753
ABC-family proteins mediated transport	0.226890756302521	0.446297859473624	0.344212007880013	1.09287950788025	26	103	R-HSA-382556
RHO GTPases Activate WASPs and WAVEs	0.644859813084112	0.871324484826318	0.343879938946183	0.883861755796608	137	36	R-HSA-5663213
IKK complex recruitment mediated by RIP1	0.6796875	0.897132796780684	0.343782457938559	0.83837374904276	173	23	R-HSA-937041
RNA Polymerase III Transcription Initiation From Type 2 Promoter	0.719827586206897	0.926804507461676	0.341569590766658	0.831095406764009	166	27	R-HSA-76066
Acyl chain remodelling of PE	0.735159817351598	0.935699206937867	0.339617825076104	0.834464548367629	160	29	R-HSA-1482839
TBC/RABGAPs	0.635897435897436	0.863006426591942	0.338850374508723	0.921399768339179	123	45	R-HSA-8854214
Signaling by NOTCH4	0.352	0.594368082368082	0.338850047456433	1.01739001092547	43	82	R-HSA-9013694
DNA Damage Recognition in GG-NER	0.635922330097087	0.863006426591942	0.338847951370206	0.884365805417652	130	38	R-HSA-5696394
RHOU GTPase cycle	0.62621359223301	0.85671765694443	0.338294017427584	0.904141929260743	128	40	R-HSA-9013420
RNA Polymerase III Transcription Initiation From Type 1 Promoter	0.75	0.948891031822565	0.337519573782068	0.823333611083274	170	28	R-HSA-76061
Chromatin modifying enzymes	0.0952380952380952	0.246454400300554	0.336638242045096	1.16140859740166	3	232	R-HSA-3247509
Chromatin organization	0.0952380952380952	0.246454400300554	0.336638242045096	1.16140859740166	3	232	R-HSA-4839726
RHOBTB1 GTPase cycle	0.73046875	0.934967233829968	0.335887338877549	0.819120118109966	186	23	R-HSA-9013422
Regulation of innate immune responses to cytosolic DNA	0.821548821548822	0.978993691073618	0.335271228790353	0.735929128212234	243	15	R-HSA-3134975
TRP channels	0.758771929824561	0.951605374467688	0.333759583303374	0.814161619948737	172	28	R-HSA-3295583
Processing of SMDT1	0.828282828282828	0.981829014000596	0.333246391345725	0.731484556989188	245	15	R-HSA-8949664
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	0.794117647058823	0.973371260648963	0.330313344322077	0.762647212547205	215	19	R-HSA-1236382
Signaling by Ligand-Responsive EGFR Variants in Cancer	0.794117647058823	0.973371260648963	0.330313344322077	0.762647212547205	215	19	R-HSA-5637815
ABC transporters in lipid homeostasis	0.818840579710145	0.978432459544363	0.330247537211593	0.75065313016897	225	18	R-HSA-1369062
Transcriptional regulation by RUNX1	0.175438596491228	0.378578024007387	0.328396312764424	1.11666349637597	9	200	R-HSA-8878171
Processing of Intronless Pre-mRNAs	0.808118081180812	0.975605860981355	0.327479337489912	0.770738432059153	218	20	R-HSA-77595
Disorders of transmembrane transporters	0.245901639344262	0.470982409955726	0.326942531699286	1.10512403006666	14	177	R-HSA-5619115
Toll-like Receptor Cascades	0.169230769230769	0.369435556124408	0.326793628571261	1.09915555452088	10	166	R-HSA-168898
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	0.841750841750842	0.988230863383862	0.325633841498246	0.7147748106953	249	15	R-HSA-975163
Late Phase of HIV Life Cycle	0.241379310344828	0.467783833341822	0.325154747241624	1.06811327341987	20	136	R-HSA-162599
Prefoldin mediated transfer of substrate  to CCT/TriC	0.788793103448276	0.972647135079077	0.325064819862415	0.790936564586575	182	27	R-HSA-389957
Infection with Mycobacterium tuberculosis	0.788793103448276	0.972647135079077	0.324538088821604	0.789654940693666	182	27	R-HSA-9635486
Diseases of mitotic cell cycle	0.752427184466019	0.949229226221772	0.322541799674409	0.841808065524574	154	38	R-HSA-9675126
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	0.766355140186916	0.95575850183007	0.322524732242124	0.828973266079261	163	36	R-HSA-8950505
Processing of Capped Intronless Pre-mRNA	0.789954337899543	0.97316440499925	0.322417368082058	0.792201832698812	172	29	R-HSA-75067
Hedgehog 'on' state	0.44	0.688057210965435	0.321565394753581	0.980913334958755	54	86	R-HSA-5632684
RNA Polymerase III Transcription Initiation	0.780373831775701	0.969555366751628	0.320164532784445	0.822906933617162	166	36	R-HSA-76046
RNA Polymerase III Chain Elongation	0.855072463768116	0.996255826392603	0.319326929458712	0.725830572937314	235	18	R-HSA-73780
Glycosphingolipid catabolism	0.786407766990291	0.972527293954705	0.317522711786682	0.828708651216938	161	38	R-HSA-9840310
SARS-CoV-1-host interactions	0.46551724137931	0.70935960591133	0.317397655979415	0.985777114953971	53	97	R-HSA-9692914
Aberrant regulation of mitotic cell cycle due to RB1 defects	0.803738317757009	0.97548998417872	0.316631151734735	0.81382521635251	171	36	R-HSA-9687139
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	0.847619047619048	0.992039420585362	0.312766932469914	0.773534315888277	177	32	R-HSA-389958
Influenza Infection	0.343283582089552	0.587973968278711	0.311020272667388	1.04242688275433	22	157	R-HSA-168255
RNA Polymerase I Transcription Initiation	0.809782608695652	0.975605860981355	0.30898864511524	0.843183097893515	148	47	R-HSA-73762
Apoptotic cleavage of cellular proteins	0.820388349514563	0.978948832588177	0.307995004354658	0.803842103779267	168	38	R-HSA-111465
SARS-CoV-1 Infection	0.397435897435897	0.643800593842788	0.307304714530941	1.00988813812303	30	142	R-HSA-9678108
Post-chaperonin tubulin folding pathway	0.838951310861423	0.988064739542359	0.307118478783543	0.737767324697002	223	21	R-HSA-389977
Synthesis of active ubiquitin: roles of E1 and E2 enzymes	0.893023255813953	1	0.306683908214954	0.754195872496682	191	30	R-HSA-8866652
TAK1-dependent IKK and NF-kappa-B activation	0.806122448979592	0.975605860981355	0.303933378272441	0.825713140357419	157	44	NA
Apoptosis	0.387096774193548	0.631680308136736	0.302659799694442	1.01993492444352	23	178	R-HSA-109581
SARS-CoV-2 Infection	0.307692307692308	0.544059713871035	0.30209317132647	1.05228728544171	7	297	R-HSA-9694516
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	0.801047120418848	0.974929333942049	0.302092004550701	0.843170990304753	152	51	R-HSA-2173793
RHOC GTPase cycle	0.759398496240602	0.951605374467688	0.302091073417073	0.888129282619147	100	73	R-HSA-9013106
SUMOylation of transcription cofactors	0.816326530612245	0.978432459544363	0.301161200615227	0.818181807234424	159	44	R-HSA-3899300
Cellular Senescence	0.384615384615385	0.628412683207204	0.30071875853855	1.00644485101606	24	160	R-HSA-2559583
Glycogen metabolism	0.863070539419087	0.996255826392603	0.300601257062899	0.730871761201282	207	25	R-HSA-8982491
Toll Like Receptor 2 (TLR2) Cascade	0.50561797752809	0.748725492682679	0.299965329284706	0.96101087592668	44	115	R-HSA-181438
Toll Like Receptor TLR1:TLR2 Cascade	0.50561797752809	0.748725492682679	0.299965329284706	0.96101087592668	44	115	R-HSA-168179
Influenza Viral RNA Transcription and Replication	0.51219512195122	0.755056179775281	0.299474241507609	0.983775043566735	41	137	R-HSA-168273
TNFR1-induced NF-kappa-B signaling pathway	0.920560747663551	1	0.296876488035755	0.741000488190274	196	33	R-HSA-5357956
RAC2 GTPase cycle	0.67175572519084	0.892951885967965	0.29687525950392	0.916209789095486	87	88	R-HSA-9013404
Interleukin-1 family signaling	0.553846153846154	0.792623425028543	0.296575006106294	0.979910710519595	35	152	R-HSA-446652
Toll Like Receptor 4 (TLR4) Cascade	0.475	0.717146144994246	0.295961097775917	0.981162874805673	37	144	R-HSA-166016
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	0.842105263157895	0.988230863383862	0.295568524803585	0.831990276128973	143	56	R-HSA-168643
VLDLR internalisation and degradation	0.933333333333333	1	0.294786458761858	0.656841388016822	265	16	R-HSA-8866427
HIV Transcription Initiation	0.864130434782609	0.996255826392603	0.293905850186014	0.802024440595367	158	47	R-HSA-167161
RNA Polymerase II HIV Promoter Escape	0.864130434782609	0.996255826392603	0.293905850186014	0.802024440595367	158	47	R-HSA-167162
RNA Polymerase II Promoter Escape	0.864130434782609	0.996255826392603	0.293905850186014	0.802024440595367	158	47	R-HSA-73776
RNA Polymerase II Transcription Initiation	0.864130434782609	0.996255826392603	0.293905850186014	0.802024440595367	158	47	R-HSA-75953
RNA Polymerase II Transcription Initiation And Promoter Clearance	0.864130434782609	0.996255826392603	0.293905850186014	0.802024440595367	158	47	R-HSA-76042
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	0.864130434782609	0.996255826392603	0.293905850186014	0.802024440595367	158	47	R-HSA-73779
RAC1 GTPase cycle	0.484375	0.727116704805492	0.292471053950252	0.990301727138095	30	183	R-HSA-9013149
Regulated Necrosis	0.883720930232558	1	0.290611936529398	0.820910713244774	151	58	R-HSA-5218859
ZBP1(DAI) mediated induction of type I IFNs	0.895131086142322	1	0.287936803383119	0.691688647180006	238	21	R-HSA-1606322
XBP1(S) activates chaperone genes	0.892307692307692	1	0.28734248028057	0.781339832214666	173	45	R-HSA-381038
Programmed Cell Death	0.518518518518518	0.761743496576682	0.28660389933575	0.990034391658074	27	209	R-HSA-5357801
Asymmetric localization of PCP proteins	0.850931677018634	0.994142796303159	0.286418422167364	0.83148257483351	136	64	R-HSA-4608870
KSRP (KHSRP) binds and destabilizes mRNA	0.927007299270073	1	0.284361914250661	0.63499187709975	253	17	R-HSA-450604
Recycling pathway of L1	0.914893617021277	1	0.283952355455213	0.778089807829974	171	48	R-HSA-437239
Major pathway of rRNA processing in the nucleolus and cytosol	0.515151515151515	0.758562051491344	0.282258421570417	0.958864393999829	33	181	R-HSA-6791226
rRNA processing in the nucleus and cytosol	0.576271186440678	0.814728229105786	0.281124560727946	0.955811877161583	33	191	R-HSA-8868773
IRE1alpha activates chaperones	0.907608695652174	1	0.279438572743918	0.762545437063822	166	47	R-HSA-381070
FLT3 signaling in disease	0.929824561403509	1	0.278155913937533	0.678523946034103	211	28	R-HSA-9682385
RHOBTB GTPase Cycle	0.948837209302326	1	0.277149370436509	0.70877262292076	203	35	R-HSA-9706574
RAC3 GTPase cycle	0.84297520661157	0.988367713203199	0.277114910910204	0.860488934306171	101	94	R-HSA-9013423
mRNA Splicing - Minor Pathway	0.9375	1	0.276472730266478	0.765206904626864	179	50	R-HSA-72165
Formation of the Early Elongation Complex	0.957943925233645	1	0.27489757787939	0.68614136726927	204	33	R-HSA-113418
Formation of the HIV-1 Early Elongation Complex	0.957943925233645	1	0.27489757787939	0.68614136726927	204	33	R-HSA-167158
Interleukin-1 signaling	0.762886597938144	0.953273938240637	0.274748745645599	0.886008101523171	73	114	R-HSA-9020702
Glucose metabolism	0.869918699186992	0.999551107373852	0.274116645244869	0.848500144580014	106	93	R-HSA-70326
TCF dependent signaling in response to WNT	0.763636363636364	0.953273938240637	0.271212333898749	0.922569868226863	41	198	R-HSA-201681
PIWI-interacting RNA (piRNA) biogenesis	0.949771689497717	1	0.267307687631187	0.656793526029939	207	29	R-HSA-5601884
Cilium Assembly	0.736842105263158	0.936760505915953	0.267233525472795	0.914443701427999	41	197	R-HSA-5617833
Peroxisomal protein import	0.957575757575758	1	0.2667500054382	0.772511075457972	157	63	R-HSA-9033241
Translocation of SLC2A4 (GLUT4) to the plasma membrane	0.956834532374101	1	0.26372042747661	0.783166553417164	132	71	R-HSA-1445148
Abortive elongation of HIV-1 transcript in the absence of Tat	0.94921875	1	0.260776881874653	0.635950110520204	242	23	R-HSA-167242
Metabolism of nucleotides	0.974358974358974	1	0.260309045547603	0.809426123086411	113	96	R-HSA-15869
Transcriptional Regulation by VENTX	0.966824644549763	1	0.259120178578484	0.688900520405619	203	39	R-HSA-8853884
Translation of Structural Proteins_9694635	0.970588235294118	1	0.258261925425241	0.729141813248585	164	57	NA
NOD1/2 Signaling Pathway	0.985981308411215	1	0.257201906951354	0.661076449440211	210	36	R-HSA-168638
Glycolysis	0.970149253731343	1	0.254903363939672	0.753555154883459	129	74	R-HSA-70171
Rab regulation of trafficking	0.977272727272727	1	0.254426875076887	0.812032171369325	85	122	R-HSA-9007101
RHOBTB2 GTPase cycle	0.95703125	1	0.254394278732621	0.62038501462519	244	23	R-HSA-9013418
RNA Polymerase II Pre-transcription Events	0.975609756097561	1	0.254287298163701	0.757488564549842	119	80	R-HSA-674695
Formation of RNA Pol II elongation complex	0.976470588235294	1	0.251287510595237	0.709451193087971	165	57	NA
RNA Polymerase II Transcription Elongation	0.976470588235294	1	0.251287510595237	0.709451193087971	165	57	R-HSA-75955
Ovarian tumor domain proteases	1	1	0.251059895175159	0.655246063925807	205	38	R-HSA-5689896
Transcription of the HIV genome	0.963503649635037	1	0.249702890167739	0.733528951237242	131	70	R-HSA-167172
Signaling by Hedgehog	1	1	0.248053933663614	0.821429751345869	70	149	R-HSA-5358351
Interconversion of nucleotide di- and triphosphates	0.972093023255814	1	0.24657811780159	0.606383946834326	208	30	R-HSA-499943
Regulation of pyruvate dehydrogenase (PDH) complex	0.992982456140351	1	0.246382610599166	0.548988229001053	282	16	R-HSA-204174
MAP3K8 (TPL2)-dependent MAPK1/3 activation	0.992982456140351	1	0.246306058314549	0.548817655667749	282	16	R-HSA-5684264
Mitochondrial Fatty Acid Beta-Oxidation	0.995305164319249	1	0.23286059763692	0.60265049782221	211	37	R-HSA-77289
M-decay: degradation of maternal mRNAs by maternally stored factors	0.994871794871795	1	0.232127589274188	0.631199854190697	193	45	R-HSA-9820841
MicroRNA (miRNA) biogenesis	0.983870967741935	1	0.230956917693638	0.561495380303296	243	24	R-HSA-203927
Regulation of expression of SLITs and ROBOs	1	1	0.223839126359924	0.753653442563044	61	172	R-HSA-9010553
Formation of HIV elongation complex in the absence of HIV Tat	1	1	0.217909566750923	0.592538298398788	194	45	R-HSA-167152
Selenoamino acid metabolism	1	1	0.211754082466198	0.674062388001727	83	118	R-HSA-2408522
Ribosomal scanning and start codon recognition	1	1	0.188017253671737	0.534292670850479	170	59	R-HSA-72702
Formation of the ternary complex, and subsequently, the 43S complex	1	1	0.186216117120536	0.51919299012655	186	52	R-HSA-72695
Translation initiation complex formation	1	1	0.176061169606868	0.500316809788893	170	59	R-HSA-72649
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	1	1	0.172106866072933	0.49064235205545	168	60	R-HSA-72662
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	1	1	-0.172811627171606	-0.433598372608124	913	116	R-HSA-975957
Nonsense-Mediated Decay (NMD)	1	1	-0.172811627171606	-0.433598372608124	913	116	R-HSA-927802
Cap-dependent Translation Initiation	1	1	-0.188028150378167	-0.472857543389464	912	120	R-HSA-72737
Eukaryotic Translation Initiation	1	1	-0.188028150378167	-0.472857543389464	912	120	R-HSA-72613
GTP hydrolysis and joining of the 60S ribosomal subunit	1	1	-0.198229038763166	-0.495142659730886	904	113	R-HSA-72706
SRP-dependent cotranslational protein targeting to membrane	1	1	-0.201908031250615	-0.504332161615832	904	113	R-HSA-1799339
L13a-mediated translational silencing of Ceruloplasmin expression	1	1	-0.204575448865934	-0.511421365822556	906	112	R-HSA-156827
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	1	1	-0.217883781262731	-0.468080726771661	786	35	R-HSA-532668
Formation of a pool of free 40S subunits	1	1	-0.221991496873814	-0.546853758621289	881	102	R-HSA-72689
Translation	1	1	-0.225299983554732	-0.600529089331037	977	293	R-HSA-72766
Formation of HIV-1 elongation complex containing HIV-1 Tat	1	1	-0.225346099440155	-0.503933421808656	808	43	R-HSA-167200
HIV Transcription Elongation	1	1	-0.225346099440155	-0.503933421808656	808	43	R-HSA-167169
Tat-mediated elongation of the HIV-1 transcript	1	1	-0.225346099440155	-0.503933421808656	808	43	R-HSA-167246
SARS-CoV-1 modulates host translation machinery	1	1	-0.232374062480328	-0.504151283830461	788	37	R-HSA-9735869
SARS-CoV-2 modulates host translation machinery	1	1	-0.233268694404254	-0.531990751461275	809	50	R-HSA-9754678
Defects in vitamin and cofactor metabolism	0.998646820027064	1	-0.233574666074452	-0.473469603133591	737	22	R-HSA-3296482
Regulation of TP53 Activity through Acetylation	0.998722860791826	1	-0.235757274375999	-0.498855272520639	781	29	R-HSA-6804758
Transcriptional Regulation by TP53	1	1	-0.237471689402498	-0.636762280802444	979	360	R-HSA-3700989
Organelle biogenesis and maintenance	0.998974358974359	1	-0.240471449310696	-0.640085033563635	973	288	R-HSA-1852241
Protein hydroxylation	0.99862258953168	1	-0.240752031542777	-0.473773546818592	724	18	R-HSA-9629569
Metabolism of amino acids and derivatives	1	1	-0.241224278046608	-0.648141573436635	981	372	R-HSA-71291
Viral mRNA Translation	0.997714285714286	1	-0.241371493250769	-0.588347538466995	872	90	R-HSA-192823
tRNA modification in the nucleus and cytosol	0.997527812113721	1	-0.241570105041668	-0.540214585221403	806	43	R-HSA-6782315
Selenocysteine synthesis	1	1	-0.242820579709666	-0.594330477529285	880	94	R-HSA-2408557
Peptide chain elongation	0.995428571428571	1	-0.253098611580836	-0.616932609180536	870	90	R-HSA-156902
COPI-independent Golgi-to-ER retrograde traffic	0.990184049079755	1	-0.253743666266908	-0.581744748531586	806	52	R-HSA-6811436
RHOV GTPase cycle	0.997465145754119	1	-0.254349733931226	-0.551828993023777	786	37	R-HSA-9013424
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	0.993220338983051	1	-0.254735815568649	-0.626066746154312	878	96	R-HSA-975956
Antigen processing: Ubiquitination & Proteasome degradation	0.993839835728953	1	-0.256620540640008	-0.684003273944263	967	307	R-HSA-983168
Eukaryotic Translation Termination	0.994324631101022	1	-0.259504724484361	-0.635166784497041	875	94	R-HSA-72764
Olfactory Signaling Pathway	0.993920972644377	1	-0.260891036189281	-0.702322476479239	980	413	R-HSA-381753
HIV elongation arrest and recovery	0.989847715736041	1	-0.261187008495218	-0.558519546660973	779	33	R-HSA-167287
Pausing and recovery of HIV elongation	0.989847715736041	1	-0.261187008495218	-0.558519546660973	779	33	R-HSA-167290
Retrograde transport at the Trans-Golgi-Network	0.985239852398524	1	-0.263549192503519	-0.599593302320846	800	49	R-HSA-6811440
DDX58/IFIH1-mediated induction of interferon-alpha/beta	0.986348122866894	1	-0.263593814419486	-0.637658163769618	866	80	R-HSA-168928
Calnexin/calreticulin cycle	0.982849604221636	1	-0.263634265154687	-0.545019694121038	744	26	R-HSA-901042
Expression and translocation of olfactory receptors	0.99290060851927	1	-0.265630303320874	-0.71505457355526	978	405	R-HSA-9752946
Pyruvate metabolism and Citric Acid (TCA) cycle	0.983071342200726	1	-0.266015533948194	-0.615686922997048	812	55	NA
Cargo trafficking to the periciliary membrane	0.983970406905055	1	-0.26605160648969	-0.607388411575072	797	51	R-HSA-5620920
RNA Polymerase III Abortive And Retractive Initiation	0.981226533166458	1	-0.26673471170269	-0.592530178460402	783	41	R-HSA-749476
RNA Polymerase III Transcription	0.981226533166458	1	-0.26673471170269	-0.592530178460402	783	41	R-HSA-74158
Protein methylation	0.981560283687943	1	-0.269563702281695	-0.509501563319661	691	15	R-HSA-8876725
MTOR signalling	0.978723404255319	1	-0.270163375776302	-0.600146685972488	781	41	R-HSA-165159
The phototransduction cascade	0.994891443167305	1	-0.270910493462793	-0.578950062897113	778	34	R-HSA-2514856
MAPK6/MAPK4 signaling	0.979428571428571	1	-0.270970756334361	-0.66049629696838	856	90	R-HSA-5687128
PTEN Regulation	0.96969696969697	1	-0.272469223436801	-0.696601580103464	895	142	R-HSA-6807070
Mitochondrial calcium ion transport	0.983761840324763	1	-0.272487670945945	-0.552348555559743	726	22	R-HSA-8949215
Phospholipid metabolism	0.973628691983122	1	-0.274929966662717	-0.719712623858325	922	209	R-HSA-1483257
Inactivation, recovery and regulation of the phototransduction cascade	0.978426395939086	1	-0.275632159620841	-0.589408905609619	770	33	R-HSA-2514859
HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	0.97352587244284	1	-0.277929502103267	-0.644014898369048	808	56	R-HSA-3371497
Signaling by ROBO receptors	0.964435146443515	1	-0.278480134329559	-0.731696682128049	921	218	R-HSA-376176
Toll Like Receptor 9 (TLR9) Cascade	0.966442953020134	1	-0.279571068069154	-0.694738848724995	863	106	R-HSA-168138
Late SARS-CoV-2 Infection Events	0.957225433526012	1	-0.280690888330117	-0.67249668841985	827	70	R-HSA-9772573
Toll Like Receptor 7/8 (TLR7/8) Cascade	0.959229898074745	1	-0.282991677670272	-0.698614803897634	846	103	R-HSA-168181
Pausing and recovery of Tat-mediated HIV elongation	0.968354430379747	1	-0.283181001491909	-0.605631609835554	764	31	R-HSA-167238
Tat-mediated HIV elongation arrest and recovery	0.968354430379747	1	-0.283181001491909	-0.605631609835554	764	31	R-HSA-167243
Energy dependent regulation of mTOR by LKB1-AMPK	0.968071519795658	1	-0.285020787169052	-0.6030953777931	757	29	R-HSA-380972
Pentose phosphate pathway	0.974468085106383	1	-0.286170751737774	-0.540890498804593	686	15	R-HSA-71336
MyD88-independent TLR4 cascade	0.948008849557522	1	-0.287073945298737	-0.716356457769955	856	108	NA
TRIF(TICAM1)-mediated TLR4 signaling	0.948008849557522	1	-0.287073945298737	-0.716356457769955	856	108	NA
PCP/CE pathway	0.952054794520548	1	-0.287823462584863	-0.704684206600689	833	92	R-HSA-4086400
Toll Like Receptor 3 (TLR3) Cascade	0.948256467941507	1	-0.289633525732931	-0.71789240687279	842	104	R-HSA-168164
MyD88 cascade initiated on plasma membrane	0.941242937853107	1	-0.289944970085616	-0.71260063521139	832	96	R-HSA-975871
Toll Like Receptor 10 (TLR10) Cascade	0.941242937853107	1	-0.289944970085616	-0.71260063521139	832	96	R-HSA-168142
Toll Like Receptor 5 (TLR5) Cascade	0.941242937853107	1	-0.289944970085616	-0.71260063521139	832	96	R-HSA-168176
RAB GEFs exchange GTP for GDP on RABs	0.951890034364261	1	-0.291993515402113	-0.710002246394521	830	89	R-HSA-8876198
RHOJ GTPase cycle	0.957369062119367	1	-0.292261088566988	-0.673827898852356	785	54	R-HSA-9013409
trans-Golgi Network Vesicle Budding	0.937644341801386	1	-0.293182320085076	-0.704179442557514	811	72	R-HSA-199992
Maturation of spike protein_9694548	0.960709759188847	1	-0.293443952201279	-0.636646550202149	757	37	NA
Intra-Golgi traffic	0.951612903225806	1	-0.293566746202647	-0.656769862953726	766	44	R-HSA-6811438
