Reactome_ID	pathway	CI
R-HSA-9013700	NOTCH4 Activation and Transmission of Signal to the Nucleus	0.49982086805042
R-HSA-9820965	Respiratory syncytial virus (RSV) genome replication, transcription and translation	0.49982086805042
R-HSA-5673001	RAF/MAP kinase cascade	0.499771565678976
R-HSA-176033	Interactions of Vpr with host cellular proteins	0.499741984256109
R-HSA-5684996	MAPK1/MAPK3 signaling	0.499738697431346
R-HSA-444821	Relaxin receptors	0.499722263307532
R-HSA-180910	Vpr-mediated nuclear import of PICs	0.499722263307532
R-HSA-3214858	RMTs methylate histone arginines	0.499689395059902
R-HSA-2514856	The phototransduction cascade	0.499587503492251
R-HSA-8848584	Wax and plasmalogen biosynthesis	0.499564495718911
R-HSA-983712	Ion channel transport	0.499525053821755
R-HSA-69202	Cyclin E associated events during G1/S transition 	0.49951848017223
R-HSA-8964616	G beta:gamma signalling through CDC42	0.499511906522704
R-HSA-2393930	Phosphate bond hydrolysis by NUDT proteins	0.499495472398889
R-HSA-5576886	Phase 4 - resting membrane potential	0.499488898749363
R-HSA-69186	Lagging Strand Synthesis	0.4994856119246
R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	0.499449456852208
R-HSA-69473	G2/M DNA damage checkpoint	0.49937385988266
R-HSA-500657	Presynaptic function of Kainate receptors	0.499334417985505
R-HSA-1296041	Activation of G protein gated Potassium channels	0.499331131160742
R-HSA-1296059	G protein gated Potassium channels	0.499331131160742
R-HSA-997272	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	0.499331131160742
R-HSA-1638074	Keratan sulfate/keratin metabolism	0.499327844335979
R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	0.499281828789298
R-HSA-69306	DNA Replication	0.499222665943565
R-HSA-427601	Multifunctional anion exchangers	0.499160216273069
R-HSA-375281	Hormone ligand-binding receptors	0.499087906128285
R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	0.499064898354944
R-HSA-9031528	NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose	0.499061611530181
R-HSA-4090294	SUMOylation of intracellular receptors	0.499032030107315
R-HSA-5601884	PIWI-interacting RNA (piRNA) biogenesis	0.499018882808263
R-HSA-5620922	BBSome-mediated cargo-targeting to cilium	0.4990155959835
R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	0.498979440911108
R-HSA-71064	Lysine catabolism	0.498939999013953
R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin	0.498926851714901
R-HSA-3304349	Loss of Function of SMAD2/3 in Cancer	0.498910417591086
R-HSA-9609690	HCMV Early Events	0.498864402044405
R-HSA-5619107	Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	0.49884796792059
R-HSA-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	0.49884796792059
R-HSA-429947	Deadenylation of mRNA	0.498801952373909
R-HSA-5654689	PI-3K cascade:FGFR1	0.498798665549146
R-HSA-2243919	Crosslinking of collagen fibrils	0.498795378724383
R-HSA-111932	CaMK IV-mediated phosphorylation of CREB	0.498775657775806
R-HSA-2514859	Inactivation, recovery and regulation of the phototransduction cascade	0.498752650002465
R-HSA-3304351	Signaling by TGF-beta Receptor Complex in Cancer	0.498693487156732
R-HSA-75876	Synthesis of very long-chain fatty acyl-CoAs	0.49865733208434
R-HSA-9749641	Aspirin ADME	0.498650758434814
R-HSA-2024101	CS/DS degradation	0.498634324310999
R-HSA-112409	RAF-independent MAPK1/3 activation	0.498631037486236
R-HSA-196836	Vitamin C (ascorbate) metabolism	0.498627750661473
R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex	0.498568587815741
R-HSA-5624138	Trafficking of myristoylated proteins to the cilium	0.498558727341452
R-HSA-159230	Transport of the SLBP Dependant Mature mRNA	0.498552153691926
R-HSA-8980692	RHOA GTPase cycle	0.498535719568111
R-HSA-193697	p75NTR regulates axonogenesis	0.49848970402143
R-HSA-1483213	Synthesis of PE	0.498427254350934
R-HSA-2644605	FBXW7 Mutants and NOTCH1 in Cancer	0.498361517855676
R-HSA-2644607	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	0.498361517855676
R-HSA-381119	Unfolded Protein Response (UPR)	0.498358231030913
R-HSA-1912422	Pre-NOTCH Expression and Processing	0.49835494420615
R-HSA-9748784	Drug ADME	0.498331936432809
R-HSA-425561	Sodium/Calcium exchangers	0.498246478988973
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	0.498190602968003
R-HSA-159227	Transport of the SLBP independent Mature mRNA	0.498164308369899
R-HSA-69278	Cell Cycle, Mitotic	0.498141300596559
R-HSA-5387390	Hh mutants abrogate ligand secretion	0.498141300596559
R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	0.498134726947033
R-HSA-2408522	Selenoamino acid metabolism	0.498111719173692
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	0.498101858699403
R-HSA-179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	0.498085424575589
R-HSA-445355	Smooth Muscle Contraction	0.498078850926063
R-HSA-9614657	FOXO-mediated transcription of cell death genes	0.497927656986968
R-HSA-389397	Orexin and neuropeptides FF and QRFP bind to their respective receptors	0.497924370162205
R-HSA-9709957	Sensory Perception	0.497875067790761
R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	0.497799470821213
R-HSA-446205	Synthesis of GDP-mannose	0.497769889398347
R-HSA-112303	Electric Transmission Across Gap Junctions	0.497691005604036
R-HSA-112307	Transmission across Electrical Synapses 	0.497691005604036
R-HSA-195258	RHO GTPase Effectors	0.497681145129747
R-HSA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	0.497671284655459
R-HSA-70895	Branched-chain amino acid catabolism	0.497631842758303
R-HSA-69481	G2/M Checkpoints	0.497582540386859
R-HSA-177243	Interactions of Rev with host cellular proteins	0.497569393087808
R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.49754967213923
R-HSA-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	0.497539811664941
R-HSA-549132	Organic cation/anion/zwitterion transport	0.497539811664941
R-HSA-165054	Rev-mediated nuclear export of HIV RNA	0.497431346447764
R-HSA-1640170	Cell Cycle	0.497405051849661
R-HSA-68962	Activation of the pre-replicative complex	0.497391904550609
R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6	0.497385330901083
R-HSA-5362768	Hh mutants are degraded by ERAD	0.49735903630298
R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	0.497286726158195
R-HSA-9683673	Maturation of protein 3a	0.497276865683906
R-HSA-9694719	Maturation of protein 3a	0.497276865683906
R-HSA-159234	Transport of Mature mRNAs Derived from Intronless Transcripts	0.497276865683906
R-HSA-3214842	HDMs demethylate histones	0.497234136961988
R-HSA-9632974	NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis 	0.497230850137225
R-HSA-159231	Transport of Mature mRNA Derived from an Intronless Transcript	0.497207842363884
R-HSA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.497165113641966
R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	0.497036927476212
R-HSA-3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer	0.49702378017716
R-HSA-3656532	TGFBR1 KD Mutants in Cancer	0.49702378017716
R-HSA-418217	G beta:gamma signalling through PLC beta	0.496987625104768
R-HSA-9619229	Activation of RAC1 downstream of NMDARs	0.496971190980953
R-HSA-9613354	Lipophagy	0.496925175434272
R-HSA-453279	Mitotic G1 phase and G1/S transition	0.496819997041858
R-HSA-435368	Zinc efflux and compartmentalization by the SLC30 family	0.496787128794228
R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	0.496731252773258
R-HSA-141424	Amplification of signal from the kinetochores	0.496731252773258
R-HSA-69275	G2/M Transition	0.496718105474207
R-HSA-9759811	Regulation of CDH11 mRNA translation by microRNAs	0.496672089927526
R-HSA-8862803	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	0.496668803102763
R-HSA-8863678	Neurodegenerative Diseases	0.496668803102763
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	0.496557051060823
R-HSA-195253	Degradation of beta-catenin by the destruction complex	0.49655376423606
R-HSA-9717207	Sensory perception of sweet, bitter, and umami (glutamate) taste	0.496547190586534
R-HSA-8956319	Nucleotide catabolism	0.496491314565564
R-HSA-5683826	Surfactant metabolism	0.496484740916038
R-HSA-450385	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	0.496376275698861
R-HSA-9733709	Cardiogenesis	0.496340120626469
R-HSA-3656534	Loss of Function of TGFBR1 in Cancer	0.496326973327417
R-HSA-69206	G1/S Transition	0.496284244605499
R-HSA-2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	0.496261236832158
R-HSA-6807505	RNA polymerase II transcribes snRNA genes	0.496254663182632
R-HSA-9006925	Intracellular signaling by second messengers	0.496215221285477
R-HSA-442660	Na+/Cl- dependent neurotransmitter transporters	0.496205360811188
R-HSA-9033500	TYSND1 cleaves peroxisomal proteins	0.496202073986425
R-HSA-4641258	Degradation of DVL	0.496113329717826
R-HSA-380972	Energy dependent regulation of mTOR by LKB1-AMPK	0.496113329717826
R-HSA-453274	Mitotic G2-G2/M phases	0.496103469243537
R-HSA-388479	Vasopressin-like receptors	0.496073887820671
R-HSA-9758919	Epithelial-Mesenchymal Transition (EMT) during gastrulation	0.496070600995908
R-HSA-8866654	E3 ubiquitin ligases ubiquitinate target proteins	0.49602787227399
R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	0.495985143552072
R-HSA-68877	Mitotic Prometaphase	0.495968709428257
R-HSA-168276	NS1 Mediated Effects on Host Pathways	0.495886538809183
R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	0.495820802313925
R-HSA-194068	Bile acid and bile salt metabolism	0.495764926292955
R-HSA-9700645	ALK mutants bind TKIs	0.495745205344377
R-HSA-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER	0.495738631694851
R-HSA-189483	Heme degradation	0.495728771220562
R-HSA-174411	Polymerase switching on the C-strand of the telomere	0.495722197571037
R-HSA-210747	Regulation of gene expression in early pancreatic precursor cells	0.495695902972933
R-HSA-2467813	Separation of Sister Chromatids	0.49569261614817
R-HSA-69618	Mitotic Spindle Checkpoint	0.495669608374829
R-HSA-430116	GP1b-IX-V activation signalling	0.495659747900541
R-HSA-69620	Cell Cycle Checkpoints	0.4956367401272
R-HSA-140342	Apoptosis induced DNA fragmentation	0.495584150930993
R-HSA-174437	Removal of the Flap Intermediate from the C-strand	0.49558086410623
R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C	0.495452677940476
R-HSA-8869496	TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation	0.495429670167135
R-HSA-6782135	Dual incision in TC-NER	0.495400088744269
R-HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex	0.495393515094743
R-HSA-442742	CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling	0.495367220496639
R-HSA-8851805	MET activates RAS signaling	0.495360646847113
R-HSA-451326	Activation of kainate receptors upon glutamate binding	0.495354073197587
R-HSA-6802952	Signaling by BRAF and RAF1 fusions	0.495344212723299
R-HSA-174414	Processive synthesis on the C-strand of the telomere	0.495298197176618
R-HSA-68911	G2 Phase	0.495225887031833
R-HSA-189445	Metabolism of porphyrins	0.495163437361337
R-HSA-69109	Leading Strand Synthesis	0.495156863711811
R-HSA-69091	Polymerase switching	0.495156863711811
R-HSA-199992	trans-Golgi Network Vesicle Budding	0.495153576887048
R-HSA-8876725	Protein methylation	0.495143716412759
R-HSA-5688890	Defective CSF2RA causes SMDP4	0.495107561340367
R-HSA-5688849	Defective CSF2RB causes SMDP5	0.495107561340367
R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor	0.495068119443212
R-HSA-376172	DSCAM interactions	0.495028677546057
R-HSA-176187	Activation of ATR in response to replication stress	0.494982661999376
R-HSA-8937144	Aryl hydrocarbon receptor signalling	0.494969514700324
R-HSA-350054	Notch-HLH transcription pathway	0.494946506926983
R-HSA-9609646	HCMV Infection	0.494933359627931
R-HSA-190242	FGFR1 ligand binding and activation	0.494838041709806
R-HSA-5357801	Programmed Cell Death	0.49483146806028
R-HSA-69052	Switching of origins to a post-replicative state	0.494788739338362
R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	0.494782165688836
R-HSA-422356	Regulation of insulin secretion	0.494723002843103
R-HSA-6783589	Interleukin-6 family signaling	0.494552087955431
R-HSA-169893	Prolonged ERK activation events	0.494509359233512
R-HSA-165159	MTOR signalling	0.494479777810646
R-HSA-112399	IRS-mediated signalling	0.494463343686831
R-HSA-77346	Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	0.494456770037305
R-HSA-166208	mTORC1-mediated signalling	0.494387746717284
R-HSA-4570464	SUMOylation of RNA binding proteins	0.494377886242995
R-HSA-1296072	Voltage gated Potassium channels	0.494279281500107
R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	0.49419382405627
R-HSA-2980767	Activation of NIMA Kinases NEK9, NEK6, NEK7	0.494121513911486
R-HSA-936837	Ion transport by P-type ATPases	0.49411494026196
R-HSA-9648025	EML4 and NUDC in mitotic spindle formation	0.494085358839093
R-HSA-264876	Insulin processing	0.494085358839093
R-HSA-425381	Bicarbonate transporters	0.494075498364805
R-HSA-389977	Post-chaperonin tubulin folding pathway	0.494072211540042
R-HSA-9032845	Activated NTRK2 signals through CDK5	0.494039343292412
R-HSA-9013026	RHOB GTPase cycle	0.49392430442571
R-HSA-8931987	RUNX1 regulates estrogen receptor mediated transcription	0.493911157126658
R-HSA-430039	mRNA decay by 5' to 3' exoribonuclease	0.493865141579977
R-HSA-429914	Deadenylation-dependent mRNA decay	0.493838846981873
R-HSA-2559583	Cellular Senescence	0.493776397311377
R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)	0.49361205607323
R-HSA-8939902	Regulation of RUNX2 expression and activity	0.493582474650364
R-HSA-6806942	MET Receptor Activation	0.493500304031291
R-HSA-3229121	Glycogen storage diseases	0.493434567536032
R-HSA-69242	S Phase	0.493385265164588
R-HSA-2586552	Signaling by Leptin	0.493355683741721
R-HSA-450604	KSRP (KHSRP) binds and destabilizes mRNA	0.493293234071225
R-HSA-2555396	Mitotic Metaphase and Anaphase	0.493151900606419
R-HSA-5687613	Diseases associated with surfactant metabolism	0.493066443162583
R-HSA-180024	DARPP-32 events	0.493053295863531
R-HSA-170984	ARMS-mediated activation	0.493040148564479
R-HSA-9022699	MECP2 regulates neuronal receptors and channels	0.493036861739716
R-HSA-69239	Synthesis of DNA	0.493017140791139
R-HSA-1483257	Phospholipid metabolism	0.493010567141613
R-HSA-68882	Mitotic Anaphase	0.493000706667324
R-HSA-901032	ER Quality Control Compartment (ERQC)	0.492967838419695
R-HSA-9733458	Induction of Cell-Cell Fusion	0.492961264770169
R-HSA-68689	CDC6 association with the ORC:origin complex	0.492908675573962
R-HSA-77387	Insulin receptor recycling	0.492892241450147
R-HSA-5682910	LGI-ADAM interactions	0.492882380975858
R-HSA-8948747	Regulation of PTEN localization	0.492859373202518
R-HSA-180786	Extension of Telomeres	0.49283965225394
R-HSA-9013407	RHOH GTPase cycle	0.492734473861526
R-HSA-451308	Activation of Ca-permeable Kainate Receptor	0.492695031964371
R-HSA-451306	Ionotropic activity of kainate receptors	0.492695031964371
R-HSA-1650814	Collagen biosynthesis and modifying enzymes	0.492675311015793
R-HSA-428643	Organic anion transporters	0.49264901641769
R-HSA-447038	NrCAM interactions	0.49259314039672
R-HSA-5578768	Physiological factors	0.492573419448142
R-HSA-113510	E2F mediated regulation of DNA replication	0.49253726437575
R-HSA-72731	Recycling of eIF2:GDP	0.49253726437575
R-HSA-166187	Mitochondrial Uncoupling	0.492461667406202
R-HSA-9639288	Amino acids regulate mTORC1	0.492445233282388
R-HSA-1912408	Pre-NOTCH Transcription and Translation	0.492445233282388
R-HSA-70268	Pyruvate metabolism	0.492356489013788
R-HSA-2500257	Resolution of Sister Chromatid Cohesion	0.492353202189025
R-HSA-448424	Interleukin-17 signaling	0.492310473467107
R-HSA-5663220	RHO GTPases Activate Formins	0.492307186642344
R-HSA-5632684	Hedgehog 'on' state	0.492287465693767
R-HSA-4551638	SUMOylation of chromatin organization proteins	0.492188860950878
R-HSA-74751	Insulin receptor signalling cascade	0.492152705878486
R-HSA-5083635	Defective B3GALTL causes PpS	0.492119837630857
R-HSA-5694530	Cargo concentration in the ER	0.492063961609887
R-HSA-140837	Intrinsic Pathway of Fibrin Clot Formation	0.49203438018702
R-HSA-9609736	Assembly and cell surface presentation of NMDA receptors	0.492027806537494
R-HSA-1187000	Fertilization	0.492027806537494
R-HSA-2408557	Selenocysteine synthesis	0.492027806537494
R-HSA-983231	Factors involved in megakaryocyte development and platelet production	0.492021232887969
R-HSA-350562	Regulation of ornithine decarboxylase (ODC)	0.49197850416605
R-HSA-5576892	Phase 0 - rapid depolarisation	0.491948922743184
R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	0.491932488619369
R-HSA-392170	ADP signalling through P2Y purinoceptor 12	0.491929201794606
R-HSA-937042	IRAK2 mediated activation of TAK1 complex	0.491912767670792
R-HSA-110373	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	0.491912767670792
R-HSA-9694676	Translation of Replicase and Assembly of the Replication Transcription Complex	0.491912767670792
R-HSA-5218921	VEGFR2 mediated cell proliferation	0.491912767670792
R-HSA-9013420	RHOU GTPase cycle	0.491827310226955
R-HSA-72702	Ribosomal scanning and start codon recognition	0.491817449752666
R-HSA-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	0.491807589278378
R-HSA-203615	eNOS activation	0.491705697710727
R-HSA-196780	Biotin transport and metabolism	0.491689263586912
R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	0.491639961215468
R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	0.491630100741179
R-HSA-193648	NRAGE signals death through JNK	0.491534782823054
R-HSA-975576	N-glycan antennae elongation in the medial/trans-Golgi	0.491528209173528
R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	0.491524922348765
R-HSA-5654219	Phospholipase C-mediated cascade: FGFR1	0.491505201400187
R-HSA-1614635	Sulfur amino acid metabolism	0.491472333152558
R-HSA-9609507	Protein localization	0.491416457131588
R-HSA-9018896	Biosynthesis of E-series 18(S)-resolvins	0.491330999687752
R-HSA-72649	Translation initiation complex formation	0.491291557790596
R-HSA-9662361	Sensory processing of sound by outer hair cells of the cochlea	0.491255402718204
R-HSA-109581	Apoptosis	0.491238968594389
R-HSA-5099900	WNT5A-dependent internalization of FZD4	0.491215960821049
R-HSA-5173214	O-glycosylation of TSR domain-containing proteins	0.49115022432579
R-HSA-418889	Caspase activation via Dependence Receptors in the absence of ligand	0.491110782428635
R-HSA-9755088	Ribavirin ADME	0.491087774655294
R-HSA-399956	CRMPs in Sema3A signaling	0.491064766881954
R-HSA-5620971	Pyroptosis	0.491025324984798
R-HSA-202040	G-protein activation	0.491005604036221
R-HSA-5423646	Aflatoxin activation and detoxification	0.490972735788591
R-HSA-9031525	NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake 	0.490969448963828
R-HSA-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	0.490913572942859
R-HSA-2559585	Oncogene Induced Senescence	0.4908478364476
R-HSA-9032759	NTRK2 activates RAC1	0.490831402323785
R-HSA-429958	mRNA decay by 3' to 5' exoribonuclease	0.490778813127578
R-HSA-9034864	Activated NTRK3 signals through RAS	0.490686782034216
R-HSA-2995383	Initiation of Nuclear Envelope (NE) Reformation	0.490686782034216
R-HSA-5619102	SLC transporter disorders	0.49068020838469
R-HSA-9717189	Sensory perception of taste	0.490676921559927
R-HSA-168325	Viral Messenger RNA Synthesis	0.490670347910401
R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	0.490667061085638
R-HSA-9820865	Z-decay: degradation of maternal mRNAs by zygotically expressed factors	0.490601324590379
R-HSA-3247509	Chromatin modifying enzymes	0.490542161744647
R-HSA-4839726	Chromatin organization	0.490542161744647
R-HSA-113507	E2F-enabled inhibition of pre-replication complex formation	0.490542161744647
R-HSA-438066	Unblocking of NMDA receptors, glutamate binding and activation	0.490515867146543
R-HSA-5651801	PCNA-Dependent Long Patch Base Excision Repair	0.49051258032178
R-HSA-9831926	Nephron development	0.490390967805551
R-HSA-9018519	Estrogen-dependent gene expression	0.490371246856974
R-HSA-5654693	FRS-mediated FGFR1 signaling	0.490341665434107
R-HSA-2046105	Linoleic acid (LA) metabolism	0.490318657660767
R-HSA-3595177	Defective CHSY1 causes TPBS	0.490305510361715
R-HSA-5654695	PI-3K cascade:FGFR2	0.490292363062663
R-HSA-210993	Tie2 Signaling	0.4902890762379
R-HSA-9762293	Regulation of CDH11 gene transcription	0.490269355289323
R-HSA-141430	Inactivation of APC/C via direct inhibition of the APC/C complex	0.49023320021693
R-HSA-141405	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	0.49023320021693
R-HSA-9833482	PKR-mediated signaling	0.490216766093116
R-HSA-8948216	Collagen chain trimerization	0.490213479268353
R-HSA-2022870	Chondroitin sulfate biosynthesis	0.490164176896909
R-HSA-1234174	Cellular response to hypoxia	0.490134595474042
R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	0.490088579927361
R-HSA-9017802	Noncanonical activation of NOTCH3	0.490085293102598
R-HSA-5358346	Hedgehog ligand biogenesis	0.490062285329258
R-HSA-202131	Metabolism of nitric oxide: NOS3 activation and regulation	0.490055711679732
R-HSA-179409	APC-Cdc20 mediated degradation of Nek2A	0.490035990731154
R-HSA-75205	Dissolution of Fibrin Clot	0.489914378214925
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	0.489855215369193
R-HSA-162592	Integration of provirus	0.489832207595852
R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	0.489802626172986
R-HSA-5625740	RHO GTPases activate PKNs	0.489802626172986
R-HSA-399954	Sema3A PAK dependent Axon repulsion	0.489779618399645
R-HSA-5683057	MAPK family signaling cascades	0.48976318427583
R-HSA-901042	Calnexin/calreticulin cycle	0.489746750152016
R-HSA-437239	Recycling pathway of L1	0.48968430048152
R-HSA-9793380	Formation of paraxial mesoderm	0.48962842446055
R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	0.489611990336735
R-HSA-73943	Reversal of alkylation damage by DNA dioxygenases	0.489605416687209
R-HSA-2514853	Condensation of Prometaphase Chromosomes	0.489542967016714
R-HSA-977443	GABA receptor activation	0.489510098769084
R-HSA-433692	Proton-coupled monocarboxylate transport	0.489490377820506
R-HSA-3595174	Defective CHST14 causes EDS, musculocontractural type	0.489467370047166
R-HSA-5633007	Regulation of TP53 Activity	0.48938191260333
R-HSA-110362	POLB-Dependent Long Patch Base Excision Repair	0.489362191654752
R-HSA-4615885	SUMOylation of DNA replication proteins	0.489273447386153
R-HSA-3214841	PKMTs methylate histone lysines	0.489243865963286
R-HSA-9018677	Biosynthesis of DHA-derived SPMs	0.489230718664234
R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	0.489217571365183
R-HSA-9768759	Regulation of NPAS4 gene expression	0.489194563591842
R-HSA-5661231	Metallothioneins bind metals	0.489161695344213
R-HSA-428930	Thromboxane signalling through TP receptor	0.489076237900376
R-HSA-76071	RNA Polymerase III Transcription Initiation From Type 3 Promoter	0.489003927755592
R-HSA-379724	tRNA Aminoacylation	0.488980919982251
R-HSA-8953750	Transcriptional Regulation by E2F6	0.488977633157488
R-HSA-879518	Transport of organic anions	0.488974346332725
R-HSA-163560	Triglyceride catabolism	0.488967772683199
R-HSA-156902	Peptide chain elongation	0.488911896662229
R-HSA-352230	Amino acid transport across the plasma membrane	0.488849446991734
R-HSA-9824272	Somitogenesis	0.488786997321238
R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	0.48876727637266
R-HSA-9755511	KEAP1-NFE2L2 pathway	0.48876727637266
R-HSA-1483166	Synthesis of PA	0.48874426859932
R-HSA-3595172	Defective CHST3 causes SEDCJD	0.488708113526927
R-HSA-8868766	rRNA processing in the mitochondrion	0.488698253052638
R-HSA-351202	Metabolism of polyamines	0.488678532104061
R-HSA-210991	Basigin interactions	0.488622656083091
R-HSA-9754119	Drug-mediated inhibition of CDK4/CDK6 activity	0.488602935134513
R-HSA-9816359	Maternal to zygotic transition (MZT)	0.488563493237358
R-HSA-5654688	SHC-mediated cascade:FGFR1	0.488471462143996
R-HSA-5654720	PI-3K cascade:FGFR4	0.488451741195418
R-HSA-192823	Viral mRNA Translation	0.488451741195418
R-HSA-8857538	PTK6 promotes HIF1A stabilization	0.488448454370655
R-HSA-9818032	NFE2L2 regulating MDR associated enzymes	0.488432020246841
R-HSA-205025	NADE modulates death signalling	0.488386004700159
R-HSA-69190	DNA strand elongation	0.488313694555375
R-HSA-532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	0.488277539482982
R-HSA-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism	0.488264392183931
R-HSA-1296346	Tandem pore domain potassium channels	0.488234810761064
R-HSA-156711	Polo-like kinase mediated events	0.488231523936301
R-HSA-8852405	Signaling by MST1	0.488208516162961
R-HSA-9679504	Translation of Replicase and Assembly of the Replication Transcription Complex	0.48818550838962
R-HSA-3371556	Cellular response to heat stress	0.488172361090568
R-HSA-5626467	RHO GTPases activate IQGAPs	0.488172361090568
R-HSA-74752	Signaling by Insulin receptor	0.488103337770547
R-HSA-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	0.488093477296258
R-HSA-9012999	RHO GTPase cycle	0.488083616821969
R-HSA-5250955	Toxicity of botulinum toxin type D (botD)	0.488083616821969
R-HSA-5250981	Toxicity of botulinum toxin type F (botF)	0.488083616821969
R-HSA-9708530	Regulation of BACH1 activity	0.488077043172443
R-HSA-9013422	RHOBTB1 GTPase cycle	0.488047461749577
R-HSA-193048	Androgen biosynthesis	0.488027740800999
R-HSA-194315	Signaling by Rho GTPases	0.488011306677185
R-HSA-189200	Cellular hexose transport	0.487902841460008
R-HSA-3323169	Defects in biotin (Btn) metabolism	0.487892980985719
R-HSA-111453	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	0.487810810366645
R-HSA-186712	Regulation of beta-cell development	0.48765961642755
R-HSA-198323	AKT phosphorylates targets in the cytosol	0.487607027231343
R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	0.487590593107528
R-HSA-6804760	Regulation of TP53 Activity through Methylation	0.487505135663692
R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	0.487501848838929
R-HSA-5210891	Uptake and function of anthrax toxins	0.487475554240826
R-HSA-8949613	Cristae formation	0.487472267416063
R-HSA-373755	Semaphorin interactions	0.487373662673175
R-HSA-6781823	Formation of TC-NER Pre-Incision Complex	0.487360515374123
R-HSA-1855183	Synthesis of IP2, IP, and Ins in the cytosol	0.487317786652205
R-HSA-400511	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	0.487232329208368
R-HSA-9022692	Regulation of MECP2 expression and activity	0.487222468734079
R-HSA-8978868	Fatty acid metabolism	0.487100856217851
R-HSA-8951664	Neddylation	0.487087708918799
R-HSA-69205	G1/S-Specific Transcription	0.487025259248303
